,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,company,cars_name
5192,Hyundai i20 Active 1.4,2016,580000,152000,Diesel,Individual,Manual,First Owner,21.19 kmpl,1396 CC,88.73 bhp,219.66nm@ 1500-2750rpm,5.0,Hyundai,i20
5193,Hyundai i20 1.2 Asta,2011,220000,220000,Petrol,Individual,Manual,Fourth & Above Owner,17.0 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5.0,Hyundai,i20
5194,Mahindra Bolero 2011-2019 ZLX BSIII,2013,451000,70000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0,Mahindra,Bolero
5195,Tata Nexon 1.2 Revotron XZ Plus,2018,850000,50000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1198 CC,108.5 bhp,170Nm@ 1750-4000rpm,5.0,Tata,Nexon
5196,Maruti Swift Dzire VDi,2011,300000,125000,Diesel,Individual,Manual,First Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift
5197,Ford Figo 1.2P Trend MT,2016,350000,60000,Petrol,Individual,Manual,First Owner,18.16 kmpl,1196 CC,86.8 bhp,112Nm@ 4000rpm,5.0,Ford,Figo
5198,Maruti Eeco CNG HTR 5-STR,2014,300000,90000,CNG,Individual,Manual,First Owner,21.94 km/kg,1196 CC,63 bhp,83Nm@ 3000rpm,5.0,Maruti,Eeco
5199,Maruti Eeco CNG HTR 5-STR,2017,390000,30000,CNG,Individual,Manual,First Owner,21.94 km/kg,1196 CC,63 bhp,83Nm@ 3000rpm,5.0,Maruti,Eeco
5200,Toyota Innova 2.5 VX (Diesel) 8 Seater,2016,1200000,90000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,8.0,Toyota,Innova
5201,Volkswagen Ameo 1.2 MPI Comfortline,2017,550000,20000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1198 CC,73.75 bhp,110Nm@ 3750rpm,5.0,Volkswagen,Ameo
5202,Maruti Swift VDI,2012,300000,110000,Diesel,Individual,Manual,Third Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift
5203,Volkswagen Vento Diesel Highline,2012,300000,150000,Diesel,Individual,Manual,Second Owner,20.54 kmpl,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5.0,Volkswagen,Vento
5204,Hyundai i20 1.4 CRDi Sportz,2012,350000,110000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5.0,Hyundai,i20
5205,Hyundai Creta 1.6 CRDi SX Option,2015,880000,120000,Diesel,Individual,Manual,Second Owner,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5.0,Hyundai,Creta
5206,Hyundai Accent Executive CNG,2010,160000,120000,CNG,Individual,Manual,Second Owner,13.2 km/kg,1495 CC,93.7 bhp,124.5Nm@ 3500rpm,5.0,Hyundai,Accent
5207,Tata Sumo GX,2012,250000,80000,Diesel,Individual,Manual,Fourth & Above Owner,15.3 kmpl,2956 CC,83.8 bhp,250Nm@ 1000-2000rpm,7.0,Tata,Sumo
5208,Hyundai i20 Active 1.4 SX,2016,660000,110000,Diesel,Individual,Manual,First Owner,21.19 kmpl,1396 CC,88.73 bhp,220Nm@ 1500-2750rpm,5.0,Hyundai,i20
5209,Tata Zest Revotron 1.2T XMS,2015,450000,40000,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm,5.0,Tata,Zest
5210,Volkswagen Polo GT TDI,2012,400000,110000,Diesel,Individual,Manual,Second Owner,19.7 kmpl,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5.0,Volkswagen,Polo
5211,Mahindra Scorpio S7 120,2019,1300000,20000,Diesel,Individual,Manual,First Owner,16.36 kmpl,2179 CC,120 bhp,280Nm@ 1800-2800rpm,7.0,Mahindra,Scorpio
5212,Ford Figo Diesel Celebration Edition,2013,229999,230000,Diesel,Individual,Manual,First Owner,20.0 kmpl,1399 CC,68.1 bhp,160Nm@ 2000rpm,5.0,Ford,Figo
5213,Chevrolet Beat LT,2010,140000,60000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1199 CC,79.4 bhp,108Nm@ 4400rpm,5.0,Chevrolet,Beat
5214,Maruti Zen Estilo LXI BS IV,2012,195000,35000,Petrol,Individual,Manual,Second Owner,19.0 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,Maruti,Zen
5215,Hyundai i20 Active Base Petrol,2015,500000,45000,Petrol,Individual,Manual,First Owner,17.19 kmpl,1197 CC,81.86 bhp,114.73Nm@ 4000rpm,5.0,Hyundai,i20
5216,Tata Nano Cx BSIII,2012,60000,45000,Petrol,Individual,Manual,First Owner,25.4 kmpl,624 CC,38 bhp,51Nm@ 4000+/-500rpm,4.0,Tata,Nano
5217,Tata Zest Revotron 1.2T XM,2016,400000,25000,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm,5.0,Tata,Zest
5218,Hyundai i20 Magna 1.2,2014,400000,10000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0,Hyundai,i20
5219,Maruti Wagon R VXI Optional,2018,380000,19000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,Maruti,Wagon
5220,Maruti Baleno Delta 1.2,2019,579000,10000,Petrol,Individual,Manual,First Owner,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5.0,Maruti,Baleno
5221,Mahindra KUV 100 G80 K2,2019,400000,25000,Petrol,Individual,Manual,First Owner,18.15 kmpl,1198 CC,82 bhp,115Nm@ 3500-3600rpm,6.0,Mahindra,KUV
5222,Hyundai i10 Magna 1.2 iTech SE,2012,270000,30000,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5.0,Hyundai,i10
5223,Mahindra Bolero 2011-2019 SLX 2WD BSIII,2014,500000,90000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0,Mahindra,Bolero
5224,Tata Tiago 1.2 Revotron XT,2017,475000,20000,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5.0,Tata,Tiago
5225,Nissan Terrano XL D Option,2018,850000,48000,Diesel,Individual,Manual,First Owner,19.87 kmpl,1461 CC,83.14 bhp,200Nm@ 1750rpm,5.0,Nissan,Terrano
5226,Mahindra Scorpio 2006-2009 VLX 2WD 7 Str BSIII,2009,475000,120000,Diesel,Individual,Manual,First Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,7.0,Mahindra,Scorpio
5227,Maruti Swift Dzire Ldi BSIV,2012,370000,210000,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift
5228,Hyundai i10 Magna 1.1L,2010,187000,200400,Petrol,Individual,Manual,Second Owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5.0,Hyundai,i10
5229,Hyundai i10 Magna,2008,195000,110000,Petrol,Individual,Manual,Second Owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5.0,Hyundai,i10
5230,Tata Safari DICOR 2.2 LX 4x2,2014,459999,38000,Diesel,Individual,Manual,First Owner,13.93 kmpl,2179 CC,138.03 bhp,320Nm@ 1700-2700rpm,7.0,Tata,Safari
5231,Toyota Corolla AE,2004,135000,90000,Petrol,Individual,Manual,Second Owner,13.4 kmpl,1794 CC,125 bhp,"16.1@ 4,200(kgm@ rpm)",5.0,Toyota,Corolla
5232,Maruti Ertiga SHVS ZDI Plus,2017,850000,43000,Diesel,Individual,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,7.0,Maruti,Ertiga
5233,Hyundai Santro Asta BSIV,2018,500000,25000,Petrol,Individual,Manual,First Owner,20.3 kmpl,1086 CC,68 bhp,99Nm@ 4500rpm,5.0,Hyundai,Santro
5234,Maruti Wagon R VXI BS IV,2016,385000,26000,Petrol,Individual,Manual,Second Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,Maruti,Wagon
5235,Hyundai Verna CRDi SX,2006,135000,120000,Diesel,Individual,Manual,Second Owner,16.8 kmpl,1493 CC,110 bhp,"24@ 1,900-2,750(kgm@ rpm)",5.0,Hyundai,Verna
5236,Maruti Alto LXi,2008,120000,70000,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,Maruti,Alto
5237,Honda Accord VTi-L MT,2006,200000,60000,Petrol,Individual,Manual,Third Owner,11.9 kmpl,2354 CC,144 bhp,"20@ 4,700(kgm@ rpm)",5.0,Honda,Accord
5238,Tata New Safari 3L Dicor LX 4x2,2007,200000,120000,Diesel,Individual,Manual,Second Owner,13.93 kmpl,2956 CC,138.1 bhp,320Nm@ 1700-2700rpm,7.0,Tata,New
5239,Maruti Ciaz ZXi,2016,700000,20000,Petrol,Individual,Manual,First Owner,20.73 kmpl,1373 CC,91.1 bhp,130Nm@ 4000rpm,5.0,Maruti,Ciaz
5240,Tata Indigo CR4,2013,290000,25000,Diesel,Individual,Manual,First Owner,23.57 kmpl,1396 CC,70 bhp,140Nm@ 1800-3000rpm,5.0,Tata,Indigo
5241,Maruti Swift Dzire ZDI Plus,2017,725000,60000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift
5242,Tata Sumo EX 10/7 Str BSIII,2008,200000,80000,Diesel,Individual,Manual,First Owner,12.2 kmpl,1948 CC,68 bhp,"115@ 2,500(kgm@ rpm)",10.0,Tata,Sumo
5243,Maruti Omni E MPI STD BS IV,2014,155000,80000,Petrol,Individual,Manual,First Owner,16.8 kmpl,796 CC,34.2 bhp,59Nm@ 2500rpm,8.0,Maruti,Omni
5244,Honda Amaze S i-VTEC,2019,690000,1303,Petrol,Dealer,Manual,First Owner,17.8 kmpl,1198 CC,86.7 bhp,109Nm@ 4500rpm,5.0,Honda,Amaze
5245,Audi Q5 35TDI Premium Plus,2018,3975000,31800,Diesel,Dealer,Automatic,First Owner,17.01 kmpl,1968 CC,188 bhp,400nm@ 1750-3000rpm,5.0,Audi,Q5
5246,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37 kmpl,2487 CC,214.56 bhp,202Nm@ 3600-5200rpm,5.0,Lexus,ES
5247,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5.0,Jaguar,XF
5248,Jeep Wrangler 2016-2019 3.6 4X4,2017,4100000,17000,Petrol,Individual,Automatic,First Owner,9.5 kmpl,3604 CC,280 bhp,347Nm@ 4300rpm,5.0,Jeep,Wrangler
5249,Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16 kmpl,2494 CC,157.7 bhp,213Nm@ 4500rpm,5.0,Toyota,Camry
5250,Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0,Honda,Jazz
5251,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7.0,Toyota,Innova
5252,BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5.0,BMW,X4
5253,BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5.0,BMW,X4
5254,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0 kmpl,1199 CC,88.76 bhp,110Nm@ 4800rpm,5.0,Honda,Amaze
5255,Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8 kmpl,1984 CC,150 bhp,350Nm@ 1500-2750rpm,5.0,Volvo,V40
5256,Mercedes-Benz E-Class Exclusive E 200 BSIV,2019,5200000,17000,Petrol,Dealer,Automatic,First Owner,15.0 kmpl,1991 CC,194.4 bhp,300Nm@ 1600-4000rpm,5.0,Mercedes-Benz,E-Class
5257,Land Rover Discovery Sport TD4 SE,2019,4500000,21000,Diesel,Dealer,Automatic,First Owner,12.83 kmpl,1999 CC,148.31 bhp,382nm@ 1750-2250rpm,7.0,Land,Rover
5258,Mercedes-Benz S-Class S 350 CDI,2017,6000000,37000,Diesel,Dealer,Automatic,First Owner,13.5 kmpl,2987 CC,254.79 bhp,620Nm@ 1600-2400rpm,5.0,Mercedes-Benz,S-Class
5259,BMW 5 Series 520d Sport Line,2018,4000000,10000,Diesel,Dealer,Automatic,First Owner,22.48 kmpl,1995 CC,187.74 bhp,400Nm@ 1750-2500rpm,5.0,BMW,5 Series
5260,Hyundai Venue SX Plus Turbo DCT BSIV,2019,1125000,3500,Petrol,Dealer,Automatic,First Owner,18.15 kmpl,998 CC,118.35 bhp,171.6Nm@ 1500-4000rpm,5.0,Hyundai,Venue
5261,Audi A4 35 TDI Premium Plus,2016,1898999,46000,Diesel,Dealer,Automatic,First Owner,18.25 kmpl,1968 CC,187.74 bhp,400Nm@ 1750-3000rpm,5.0,Audi,A4
5262,Honda CR-V 2.4L 4WD AT AVN,2017,1650000,52000,Petrol,Dealer,Automatic,First Owner,12.0 kmpl,2354 CC,187.4 bhp,226Nm@ 4400rpm,5.0,Honda,CR-V
5263,Maruti Swift VXI,2011,280000,20000,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5.0,Maruti,Swift
5264,Tata Tigor 1.2 Revotron XE,2019,450000,25000,Petrol,Individual,Manual,First Owner,20.3 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5.0,Tata,Tigor
5265,Maruti Esteem LX - BSIII,2006,135000,70000,Petrol,Individual,Manual,Second Owner,15.9 kmpl,1298 CC,85 bhp,110Nm@ 4500rpm,5.0,Maruti,Esteem
5266,Mahindra XUV500 W4,2014,650000,40000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,Mahindra,XUV500
5267,Maruti Baleno Delta,2020,650000,7300,Petrol,Individual,Manual,First Owner,21.01 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,Maruti,Baleno
5268,Maruti Ciaz 1.3 Sigma,2018,750000,25000,Diesel,Individual,Manual,First Owner,28.09 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,Maruti,Ciaz
5269,Maruti Alto LXi,2010,150000,100000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,Maruti,Alto
5270,Mahindra KUV 100 mFALCON D75 K8,2017,500000,35000,Diesel,Individual,Manual,First Owner,25.32 kmpl,1198 CC,77 bhp,190Nm@ 1750-2250rpm,6.0,Mahindra,KUV
5271,Toyota Etios GD,2012,311000,100000,Diesel,Individual,Manual,First Owner,,,,,,Toyota,Etios
5272,Hyundai Verna 1.6 SX,2013,425000,80000,Diesel,Individual,Manual,Second Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0,Hyundai,Verna
5273,Hyundai i10 Magna,2010,260000,60000,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5.0,Hyundai,i10
5274,Volkswagen Polo 1.5 TDI Highline,2014,400000,110000,Diesel,Individual,Manual,Second Owner,20.14 kmpl,1498 CC,88.8 bhp,230Nm@ 1500-2500rpm,5.0,Volkswagen,Polo
5275,Hyundai i20 2015-2017 Magna 1.4 CRDi,2017,575000,70000,Diesel,Individual,Manual,Second Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0,Hyundai,i20
5276,Hyundai Santro Xing GL,2008,175000,40000,Petrol,Individual,Manual,First Owner,0.0 kmpl,1086 CC,62 bhp,96.1Nm@ 3000rpm,5.0,Hyundai,Santro
5277,Maruti SX4 Green Vxi (CNG),2010,250000,90000,CNG,Individual,Manual,Second Owner,21.4 km/kg,1586 CC,103.3 bhp,145Nm@ 4100rpm,5.0,Maruti,SX4
5278,Volkswagen Polo GT TDI,2012,400000,95000,Diesel,Individual,Manual,First Owner,19.7 kmpl,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5.0,Volkswagen,Polo
5279,Mahindra Bolero SLX 2WD BSIII,2011,350000,200000,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7.0,Mahindra,Bolero
5280,Maruti Swift VDI BSIV,2015,484999,30000,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift
5281,Maruti Swift VDI BSIV,2015,484999,30000,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift
5282,Volkswagen CrossPolo 1.5 TDI,2013,350000,70000,Diesel,Individual,Manual,Second Owner,20.14 kmpl,1498 CC,88.5 bhp,230Nm@ 1500-2500rpm,5.0,Volkswagen,CrossPolo
5283,Toyota Fortuner 4x2 AT TRD Sportivo,2014,1400000,80000,Diesel,Individual,Automatic,Second Owner,12.55 kmpl,2982 CC,168.7 bhp,360Nm@ 1400-3200rpm,7.0,Toyota,Fortuner
5284,Maruti Swift Dzire VDi,2012,250000,100000,Diesel,Individual,Manual,Third Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift
5285,Maruti Swift Dzire ZDI Plus,2017,655000,70000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift
5286,Honda Jazz 1.5 V i DTEC,2016,500000,30000,Diesel,Individual,Manual,First Owner,27.3 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,Honda,Jazz
5287,Chevrolet Beat LS,2016,300000,15000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1199 CC,76.8 bhp,106.5Nm@ 4400rpm,5.0,Chevrolet,Beat
5288,Ford Figo Aspire 1.5 TDCi Titanium,2018,650000,21000,Diesel,Individual,Manual,First Owner,25.83 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5.0,Ford,Figo
5289,Maruti Wagon R VXI 1.2,2014,300000,35000,Petrol,Individual,Manual,First Owner,20.52 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,Maruti,Wagon
5290,Honda Jazz 1.2 VX i VTEC,2016,475000,25000,Petrol,Individual,Manual,First Owner,18.7 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0,Honda,Jazz
5291,Tata Tiago 1.2 Revotron XZ WO Alloy,2017,450000,30000,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5.0,Tata,Tiago
5292,Maruti Swift Dzire VDI,2019,754000,10000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift
5293,Hyundai i10 Sportz,2013,300000,40000,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5.0,Hyundai,i10
5294,Hyundai EON Magna Plus,2014,250000,25000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0,Hyundai,EON
5295,Maruti Swift Dzire VDI,2018,725000,15000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift
5296,Maruti Alto LXi,2008,95000,70000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,Maruti,Alto
5297,Hyundai Santro Sportz BSIV,2018,475000,7800,Petrol,Individual,Manual,First Owner,20.3 kmpl,1086 CC,68 bhp,99Nm@ 4500rpm,5.0,Hyundai,Santro
5298,Tata Safari Storme LX,2014,575000,55000,Diesel,Individual,Manual,First Owner,14.0 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7.0,Tata,Safari
5299,Tata Tiago 1.2 Revotron XT,2016,350000,30000,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5.0,Tata,Tiago
5300,Mahindra Bolero 2011-2019 SLX,2013,330000,125000,Diesel,Individual,Manual,Second Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0,Mahindra,Bolero
5301,Maruti Swift VXI Deca,2016,482000,50000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,Maruti,Swift
5302,Ford EcoSport 1.5 TDCi Ambiente BSIV,2017,625000,40000,Diesel,Individual,Manual,Fourth & Above Owner,22.77 kmpl,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm,5.0,Ford,EcoSport
5303,Tata Tiago 1.2 Revotron XM Option,2017,380000,30000,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5.0,Tata,Tiago
5304,Chevrolet Beat LT,2016,310000,30000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1199 CC,76.8 bhp,106.5Nm@ 4400rpm,5.0,Chevrolet,Beat
5305,Maruti Swift Dzire VXi,2009,280000,35000,Petrol,Individual,Manual,First Owner,17.5 kmpl,1298 CC,85.8 bhp,114Nm@ 4000rpm,5.0,Maruti,Swift
5306,Renault Duster Petrol RXS CVT,2018,900000,30000,Petrol,Individual,Automatic,First Owner,14.99 kmpl,1498 CC,104.5 bhp,142Nm@ 4000rpm,5.0,Renault,Duster
5307,Maruti Wagon R VXI Minor,2010,250000,60000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1061 CC,67 bhp,84Nm@ 3500rpm,5.0,Maruti,Wagon
5308,Hyundai Verna 1.6 VTVT S,2017,750000,39000,Petrol,Individual,Manual,First Owner,17.01 kmpl,1591 CC,121.3 bhp,154.9Nm@ 4200rpm,5.0,Hyundai,Verna
5309,Renault KWID 1.0 RXT Optional,2019,420000,15000,Petrol,Individual,Manual,First Owner,23.01 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5.0,Renault,KWID
5310,Honda Amaze S Petrol BSIV,2019,670000,5000,Petrol,Individual,Manual,First Owner,19.5 kmpl,1199 CC,88.76 bhp,110Nm@ 4800rpm,5.0,Honda,Amaze
5311,Hyundai i10 Magna 1.1L,2016,420000,9750,Petrol,Individual,Manual,Second Owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5.0,Hyundai,i10
5312,Toyota Innova Crysta 2.4 ZX MT BSIV,2016,1800000,110000,Diesel,Individual,Manual,First Owner,13.68 kmpl,2393 CC,147.8 bhp,343Nm@ 1400-2800rpm,7.0,Toyota,Innova
5313,Honda WR-V i-VTEC VX,2018,900000,35000,Petrol,Individual,Manual,First Owner,17.5 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0,Honda,WR-V
5314,Mahindra XUV500 W6 2WD,2015,1200000,10000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,Mahindra,XUV500
5315,Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2003,195000,157138,Diesel,Individual,Manual,Third Owner,10.5 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,7.0,Mahindra,Scorpio
5316,Hyundai Verna CRDi,2007,185000,120000,Diesel,Individual,Manual,Fourth & Above Owner,16.8 kmpl,1493 CC,110 bhp,"24@ 1,900-2,750(kgm@ rpm)",5.0,Hyundai,Verna
5317,Hyundai i10 Magna 1.1L,2008,185000,110000,Petrol,Individual,Manual,Fourth & Above Owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5.0,Hyundai,i10
5318,Mahindra XUV500 W9 BSIV,2018,1525000,46000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,152.87 bhp,360Nm@ 1750-2800rpm,7.0,Mahindra,XUV500
5319,Maruti Swift VXI BSIII W/ ABS,2006,215000,102000,Petrol,Individual,Manual,Third Owner,16.1 kmpl,1298 CC,88.2 bhp,"11.5@ 4,500(kgm@ rpm)",5.0,Maruti,Swift
5320,Maruti Alto 800 Base,2015,210000,50000,Petrol,Individual,Manual,Second Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,Maruti,Alto
5321,Toyota Innova Crysta 2.4 VX MT BSIV,2016,1700000,110000,Diesel,Individual,Manual,Second Owner,13.68 kmpl,2393 CC,147.8 bhp,343Nm@ 1400-2800rpm,7.0,Toyota,Innova
5322,Maruti Omni LPG STD BSIV,1991,55000,120000,LPG,Individual,Manual,Second Owner,,,,,,Maruti,Omni
5323,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2009,530000,285000,Diesel,Individual,Manual,Third Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8.0,Toyota,Innova
5324,Honda City i VTEC VX Option,2015,800000,50000,Petrol,Individual,Manual,First Owner,17.4 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,5.0,Honda,City
5325,Maruti Swift VDI BSIV,2014,570000,70000,Diesel,Individual,Manual,Second Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift
5326,Maruti SX4 VDI,2012,350000,120000,Diesel,Individual,Manual,Second Owner,21.5 kmpl,1248 CC,88.8 bhp,200Nm@ 1750rpm,5.0,Maruti,SX4
5327,Hyundai i20 1.4 CRDi Magna,2011,350000,93000,Diesel,Individual,Manual,Second Owner,21.9 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5.0,Hyundai,i20
5328,Mahindra Bolero Power Plus SLX,2018,750000,50000,Diesel,Individual,Manual,First Owner,16.5 kmpl,1493 CC,70 bhp,195Nm@ 1400-2200rpm,7.0,Mahindra,Bolero
5329,Maruti Eeco 7 Seater Standard BSIV,2011,160000,100000,Petrol,Individual,Manual,Second Owner,15.37 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm,7.0,Maruti,Eeco
5330,Tata Indigo CS LS DiCOR,2010,150000,70000,Diesel,Individual,Manual,Third Owner,15.7 kmpl,1405 CC,70 bhp,"14.3@ 1,800-3,000(kgm@ rpm)",5.0,Tata,Indigo
5331,Maruti Swift VDI BSIV,2008,250000,90000,Diesel,Individual,Manual,Third Owner,,,,,,Maruti,Swift
5332,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,562000,5000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0,Hyundai,Grand
